,address1,address2,city,country,email,fax,latitude,longitude,name,phone,shelter_id,state,zip_code
4630,,,Interlochen,US,greatlakesboxerrescue@gmail.com,,44.6402,-85.7371,Great Lakes Boxer Rescue,(866) 309-2957,MI965,MI,49643.0
4631,736 Paws Trail,P.O. Box 144,Manistee,US,manisteehumanesociety@gmail.com,,44.2572,-86.2663,Manistee County Humane Society/Homeward Bound Animal Shelter,231-723-7387,MI159,MI,49660.0
4632,P.O. Box 646,,Haslett,US,laura@thecatambassador.org,,42.7554,-84.3975,The Cat Ambassador,(517) 290-6921,MI1010,MI,48840.0
4633,,,Howell,US,ddunn4cats@gmail.com,,42.609,-83.9297,Special Cats for Special People,(517) 548-0801,MI373,MI,48843.0
4634,418 S. Highlander Way,,Howell,US,lcac@co.livingston.mi.us,,42.609,-83.9297,Livingston County Animal Control,517-546-2154  ,MI541,MI,48843.0
4635,2464 Dorr Road,web site:  www.humane-livingston.org,Howell,US,hslc@humane-livingston.org,,42.609,-83.9297,Humane Society of Livingston County,517-552-8050 ,MI95,MI,48843.0
4636,PO Box 1208,,Howell,US,lcrhowell@yahoo.com,,42.6072,-83.9294,Last Chance Rescue,(517) 404-8568,MI171,MI,48844.0
4637,20700 North Shore Dr,,Hillman,US,soscatrescue@voyager.net,,45.0584,-83.9344,Shelly Olree's Shelter,989-742-2230  ,MI966,MI,49746.0
4638,980 Cheeseman Road,,St. Ignace,US,maaa49781@gmail.com,,45.9099,-84.7297,Mackinac County Animal Shelter,(906) 643-7646,MI506,MI,49781.0
4639,PO Box 733,3510 Woodward Ave.,Alpena,US,manager.hhs@verizon.net,,45.0721,-83.4709,Huron Humane Society,989-356-4794  ,MI326,MI,49707.0
4640,543 S. Michigan Ave.,,Beulah,US,djohnson@benzieco.net,,44.6483,-86.062,Benzie County Animal Control,(231) 882-9505,MI466,MI,49617.0
4641,,,Beulah,US,tina@tinasbedandbiscuit.org,,44.6483,-86.062,"Tina's Bed and Biscuit, Inc",(231) 645-8944,MI1024,MI,49617.0
4642,7887 Chrysler Drive,,Detroit,US,arc@michiganhumane.org,,42.3805,-83.0467,Michigan Humane Society - Detroit Center for Animal Care,1-866-648-6263 Provide Pet ID # when calling,MI67,MI,48211.0
4643,,,Southfield,US,AnimaiAdoption2@yahoo.com,,42.4991,-83.2341,AnimaiAdoption2,,MI334,MI,48076.0
4644,,,Howell,US,joe@petfinder.com,,42.6072,-83.9294,Test Inactive View,(305) 867-5309,MI798,MI,48844.0
4645,,,Dewitt,US,moonwspr2001@yahoo.com,,42.8361,-84.5715,Moonwhisper Cat Rescue,517-490-8448  ,MI954,MI,48820.0
4646,7095 West Grand River Avenue,,Lansing,US,adoptions@adoptlansing.org,,42.7646,-84.5589,Capital Area Humane Society,(517) 626-6060,MI176,MI,48906.0
4647,3660 South Mackinac Trail,,Sault Sainte Marie,US,ccanimalshelter@att.net,,46.4755,-84.3517,Chippewa County Animal Control Shelter,(906) 632-2519,MI252,MI,49783.0
4648,P.O. Box 80376,,Lansing,US,Arnilansing@yahoo.com,,42.7297,-84.5536,Animal Resource Network Incorporated,517-853-8239   ,MI132,MI,48908.0
4649,,,Lansing,US,silvar@msu.edu,,42.7325,-84.5556,Rottweiler Rescue of Michigan Inc,,MI24,MI,48909.0
4650,PO Box 510806,,Livonia,US,everafterpetcare@gmail.com,,42.3683,-83.3528,Happily Ever After Pet Care and Rescue,,MI937,MI,48151.0
4651,,,Dewitt,US,adoptapupanimalrescue@gmail.com,,42.8361,-84.5715,Adopt A Pup Animal Rescue,Please Email ,MI907,MI,48820.0
4652,PO Box 343,,Frankfort,US,info@benziecats.org,,44.6287,-86.1864,Community Cats of Benzie County,(231) 383-3639,MI1001,MI,49635.0
4653,PO Box 32,,Howell,US,alwayshopeanimalrescue@yahoo.com,,42.6072,-83.9294,Always Hope Animal Rescue,810-220-7387 ,MI749,MI,48844.0
4654,3365 Freeland Road,,Saginaw,US,profsir@aol.com,,43.472,-83.9476,Amazing Grace Animal Rescue,989-792-0346   ,MI799,MI,48604.0
4655,3750 Foco Rd,PO Box 1131,Standish,US,acac@arenaccountygov.com,,43.9888,-83.9371,Arenac County Animal Control,989-846-4421  ,MI165,MI,48658.0
4656,30809 E Johnswood Road Box 7,,Drummond Island,US,disnp@alphacomm.net,,45.9999,-83.6997,Drummond Island Spay & Neuter Program & Rescue,906-493-6001 ,MI708,MI,49726.0
4657,,,Laingsburg,US,corkieb54@gmail.com,,42.894,-84.2784,Forever Feline Friends,(517) 719-3721,MI655,MI,48848.0
4658,27796 John R,,Madison Heights,US,animalwelfaresociety@yahoo.com,,42.5037,-83.1048,Animal Welfare Society of Southeastern Michigan,(248) 548-1150,MI13,MI,48071.0
4659,801 Ajax Dr.,,Madison Heights,US,mhanimalshelter@madison-heights.org,,42.5037,-83.1048,City of Madison Heights,248-837-2784,MI584,MI,48071.0
4660,,,Madison Heights,US,nbsanimalrescue@gmail.com,,42.5037,-83.1048,NBS Animal Rescue,248-633-8627,MI838,MI,48071.0
4661,,,Ferndale,US,hoperescuesociety@gmail.com,,42.4592,-83.1371,Hope Rescue Society,,MI692,MI,48220.0
4662,,,Ferndale,US,admin@ferndalecatshelter.org,,42.4592,-83.1371,The Ferndale Cat Shelter,(248) 733-3554,MI956,MI,48220.0
4663,,,Farmington Hills,US,info@llrescue.org,,42.4928,-83.3143,Louis' Legacy Pet Rescue,248-991-0145 Answering Service   ,MI952,MI,48336.0
4664,870 Eckford Drive,,Troy,US,topdogrescue1@aol.com,,42.6006,-83.1198,Top Dog Animal Rescue Group,,MI177,MI,48085.0
4665,Mailing address: 318 John R Rd. #244,"Troy, MI 48083",Troy,US,info@pawsforliferescue.org,,42.5609,-83.1173,Paws for Life Rescue and Adoption,(248) 906-8752,MI613,MI,48083.0
4666,,,Sylvan Lake,US,slarl@yahoo.com,,42.6097,-83.3405,Silver Lake Animal Rescue League,248-955-2917,MI155,MI,48320.0
4667,PO Box 7056,,Huntington Woods,US,doglvr@wowway.com,,42.4817,-83.1704,Compass Dog Rescue,,MI986,MI,48070.0
4668,31215 Southfield Road,,Beverly Hills,US,arc@michiganhumane.org,,42.5205,-83.2944,"Michigan Humane Society - Premier Pet Supply, Beverly Hills",248-647-4310,MI719,MI,48025.0
4669,421 W. 14 Mile Road,,Clawson,US,katiespence@gmail.com,,42.5366,-83.1502,Kimball Animal Hospital,2482881100,MI962,MI,48017.0
4670,,,Saginaw,US,petsonparadeinc@gmail.com,,43.472,-83.9476,Pets on Parade Inc. Exotic Animal Rescue and Rehab,,MI62,MI,48604.0
4671,,,Royal Oak,US,animalhousesem@yahoo.com,,42.5188,-83.1649,"Animal House of South East Michigan, Inc.",,MI936,MI,48073.0
4672,1515 N. Edgeworth,P.O.Box 64,Royal Oak,US,roanimalshelterstaff@yahoo.com,,42.5188,-83.1649,Royal Oak Animal Shelter,248-246-3364,MI151,MI,48073.0
4673,25503 Clara Lane,,Southfield,US,almosthome1965@aol.com,,42.4778,-83.2887,Almost Home Animal Rescue League,,MI320,MI,48034.0
4674,211   11th Street North,,Benson,US,HSSC01@hotmail.com,,45.3172,-95.6013,Humane Society of Swift County,320-808-3497,MN80,MN,56215.0
4675,,,Madison,US,mjw96@frontiernet.net,,45.0119,-96.1878,"Gemini Rottweiler and Pitbull Rescue, Inc.",,MN46,MN,56256.0
4676,,,Saint Michael,US,zimmys4@yahoo.com,,45.2108,-93.6665,Rescue Alliance Minnesota,,MN205,MN,55376.0
4677,P.O. Box 894,,Cokato,US,k9rescueandrehoming.outreach@gmail.com,,45.0754,-94.1898,K9 Rescue and Rehoming,320-282-4439,MN282,MN,55321.0
4678,PO Box 984,,Buffalo,US,support@uniteddobermanrescue.org,,45.1693,-93.8747,United Doberman Rescue and Canine Castaways of Minnesota,(612) 405-8522,MN431,MN,55313.0
4679,4375 Hwy 55 SE,,Buffalo,US,info@animalhumanesociety.org,,45.1693,-93.8747,Animal Humane Society - Buffalo,763-390-3647,MN424,MN,55313.0
4680,,,Buffalo,US,lacyslegacyrescue@gmail.com,,45.1693,-93.8747,Lacys Legacy Scottie and Westie Rescue,763-221-0375   ,MN360,MN,55313.0
4681,2800 10th St SE,,Buffalo,US,info@crossroadsshelter.org,,45.1693,-93.8747,Crossroads Animal Shelter,763-684-1234 ,MN15,MN,55313.0
4682,PO Box 709,250 28th St SW,Willmar,US,shelter@thehskmc.com,,45.1187,-95.0483,Hawk Creek Animal Shelter,320-235-7612  ,MN54,MN,56201.0
4683,2101 15th Ave NW,,Willmar,US,ridgewaterpawsandclaws@gmail.com,,45.1187,-95.0483,Ridgewater Paws & Claws,,MN190,MN,56201.0
4684,15598 U.S. Highway 59 NE,P.O. Box 64,Thief River Falls,US,pawstrf@pawstrf.org,,48.1187,-96.1717,Pennington County Humane Society,(218)681-8045   ,MN102,MN,56701.0
4685,17584 195th Ave,,Glenwood,US,pchspets@gmail.com,,45.6181,-95.3542,Pope County Humane Society,(320) 634-4761,MN31,MN,56334.0
4686,16159 Hwy 29 N,,Glenwood,US,cvt@glacialridgevetclinic.com,,45.6181,-95.3542,Glacial Ridge Veterinary Clinic,320-634-3558,MN173,MN,56334.0
4687,Box 175,880 Century Ave S. W.,Hutchinson,US,kitties_doggies@hotmail.com,,44.8917,-94.3664,Heart of Minnesota Animal Shelter of McLeod County ,320-234-9699,MN79,MN,55350.0
4688,PO Box 515,,Motley,US,julieh@brainerd.net,,46.3375,-94.6493,Pets Abandoned Wanting Support,218-639-PAWS (7297),MN98,MN,56466.0
4689,,,Alexandria,US,ashley@ellieslegacy.org,,45.8754,-95.3454,Ellie's Legacy Pet Rescue,,MN437,MN,56308.0
4690,1015 Hwy 79 E,,Elbow Lake,US,gchumsoc@runestone.net,,46.0062,-95.9932,Grant County Humane Society in the Fjoslien Animal Shelter,(218) 685-6220,MN29,MN,56531.0
4691,PO Box 521,,Hastings,US,emotional.rescue1@outlook.com,,44.7293,-92.8788,Emotional Rescue,320-400-DOGS,MN438,MN,55033.0
4692,101 First Avenue SW,,Chisholm,US,preciouspaws2011@hotmail.com,,47.4896,-92.8772,Precious Paws Humane Society of Chisholm,218-254-3300   ,MN341,MN,55719.0
4693,P.O. Box 7,,Zimmerman,US,arrowsheart2012@gmail.com,,45.448,-93.5838,Arrow's Heart Animal Rescue,,MN351,MN,55398.0
4694,P.O. Box 47,,Zimmerman,US,info@mnhoovedanimalrescue.org,,45.448,-93.5838,Minnesota Hooved Animal Rescue Foundation,763-856-3119 ,MN26,MN,55398.0
4695,,,Saint Cloud,US,adoption@greyfacerescue.org,,45.5643,-94.1813,Grey Face Rescue and Retirement,,MN418,MN,56303.0
4696,735 8th St. NE,PO Box 701,Saint Cloud,US,pets@tricountyhumanesociety.org,,45.5608,-94.1622,Tri-County Humane Society,320-252-0896,MN52,MN,56302.0
4697,310 NW Ash Avenue,( Highway 10 West   ),Wadena,US,,,46.4404,-95.1344,Wadena County Humane Society,218-632-5938,MN160,MN,56482.0
4698,1550 95th Ave NE,,Sauk Rapids,US,jan@luckysplace.org,,45.5991,-94.1585,Lucky's Place,320-241-1829,MN294,MN,56379.0
4699,,,Park Rapids,US,mngsprescue@yahoo.com,,47.0511,-95.1614,MN GSP Rescue,,MN367,MN,56470.0
4700,1021 South Benton Drive,,Sauk Rapids,US,cmacc@integra.net,,45.5991,-94.1585,Central Minnesota Animal Care & Control,(320)-257-0103    ,MN218,MN,56379.0
4701,1001 Avenue B,,Cloquet,US,info@foaonline.org,,46.709,-92.5148,Friends Of Animals Humane Society,(218) 879-1655,MN14,MN,55720.0
4702,2283 Hwy 23,,Mora,US,almosthome@sherbtel.net,,45.7889,-93.2756,Almost Home Animal Shelter,(320) 679-2305,MN64,MN,55051.0
4703,200  7th Ave NE,,Little Falls,US,mcahssocial@gmail.com,,45.9279,-94.379,Morrison County Animal Humane Society,320-632-0703,MN19,MN,56345.0
4704,,PO Box 7262,St. Paul,US,barkmn@gmail.com,,44.9276,-93.0852,B.A.R.K. (Being Advocates for Rescued K-9's),651-554-9284,MN280,MN,55107.0
4705,P.O. Box 10533,,White Bear Lake,US,,,45.081,-93.0064,Second Chance Animal Rescue,651-771-5662  ,MN09,MN,55110.0
4706,,,Ogilvie,US,kareexpress@gmail.com,,45.8313,-93.419,K.A.R.E. ( Kathy's Animal Rescue Express ),320-232-7142,MN276,MN,56358.0
4707,2825 76th St Sw,,Pequot Lakes,US,adoptions@babinskifoundation.org,,46.6167,-94.2167,The Babinski Foundation,(218) 568-7387,MN433,MN,56472.0
4708,,,Pequot Lakes,US,info@northernlakesrescue.org,,46.6167,-94.2167,Northern Lakes Rescue,,MN441,MN,56472.0
4709,P.O. Box 129,,Princeton,US,info@ruffstartrescue.org,,45.5683,-93.5849,Ruff Start Rescue,763.355.3981  ,MN300,MN,55371.0
4710,PO Box 865,,Moorhead,US,admin@adoptapetfm.org,,46.8739,-96.7672,Adopt-A-Pet,701-232-5856 ,MN176,MN,56561.0
4711,4006 Airport Road,,Duluth,US,adoption@animalallies.net,,46.7841,-92.0989,Animal Allies Humane Society,218-722-5341 ,MN89,MN,55802.0
4712,2600 Industrial Ct.,,Hastings,US,Shelter@animalarkMN.org,,44.7293,-92.8788,Animal Ark,(651) 772-8983,MN88,MN,55033.0
4713,512 Southview Blvd,,South St Paul,US,adoptablepets@aol.com,,44.8905,-93.048,Cats Meow Dogs Bark Rescue,651-343-1964,MN111,MN,55075.0
4714,,,South Saint Paul,US,pawsfirstrescue@hotmail.com,,44.8905,-93.048,Paws First,,MN356,MN,55075.0
4715,,,Ada,US,NorthwestMinnesotaAussieRescue@yahoo.com,,47.2966,-96.5159,Northwest Minnesota Aussie Rescue,701-388-4265,MN411,MN,56510.0
4716,3811 Nevada Street SW,,Alexandria,US,pcm@gctel.net,,45.8754,-95.3454,Lakes Area Humane Society,320-759-2260,MN90,MN,56308.0
4717,1933 West Fir  Ave.,,Fergus Falls,US,hsotc@prtel.com,,46.2988,-96.0285,Humane Society of Otter Tail County,218-739-3494 ,MN145,MN,56537.0
4718,19665 US Hwy 59,,Detroit Lakes,US,cassie@hsofthelakes.org,,46.814,-95.8446,Humane Society of the Lakes,218-847-0511 ,MN136,MN,56501.0
4719,,,Inver Grove Heights,US,greyhoundmama@earthlink.net,,44.8424,-93.0349,Minnesota Greyhound Rescue,651-245-8791  ,MN290,MN,55076.0
4720,PO Box 2581,,South Saint Paul,US,jennifer@savingtails.net,,44.8424,-93.0349,Saving Tails Animal Rescue,,MN405,MN,55076.0
4721,,,Duluth,US,Petsitter99@yahoo.com,,46.7973,-92.096,Warm Fuzzies Animal Rescue Inc,2185768534,MN387,MN,55805.0
4722,1612 Carr Lake Rd SE,,Bemidji,US,director@greatriverrescue.com,,47.5077,-94.865,Great River Rescue,218-751-7910,MN81,MN,56601.0
4723,,,Saint Paul,US,info@mnpocketpetrescue.org,,44.9697,-93.0443,MN Pocket Pet Rescue,(612) 460-1529,MN392,MN,55106.0
4724,,,St. Paul,US,adopt@hoabcr.org,,44.9697,-93.0443,Heart of a Border Collie Rescue,,MN432,MN,55106.0
4725,2141 Division Street,,North Saint Paul,US,jenpfalz@gmail.com,,45.0131,-93.018,Caring for Cats Inc.,651-407-8485   ,MN107,MN,55109.0
4726,,,St. Paul,US,minnesotapaws@gmail.com,,45.0131,-93.018,MN PAWS,,MN326,MN,55109.0
4727,PO Box 256,,Forest Lake,US,stfrancisaar@gmail.com,,45.3989,-92.99,St. Francis Animal Rescue,612-387-4869,MN59,MN,55079.0
4728,,,Elk River,US,gail@picketspoodles.com,,45.3045,-93.5718,PICKET FENCE POODLE RESCUE,,MN123,MN,55330.0
4729,9031 Mason Ave,,Elk River,US,applications@aussierescuemn.org,,45.3045,-93.5718,Aussie Rescue of Minnesota,,MN108,MN,55330.0
4730,PO Box 1056,,Monticello,US,cheryl.hwb1@gmail.com ,,45.3083,-93.798,Homeward Bound Rescue,763-295-3116,MN304,MN,55362.0
4731,,,St. Paul,US,kathy@iguanaresource.org,,44.9697,-93.0443,Resource for Iguana Care and Adoption,(651) 249-5012,MN234,MN,55106.0
4732,,,New Prague,US,SavingTheStrays@hotmail.com,,44.545,-93.6132,Wee3beasties: Saving the Strays,,MN404,MN,56071.0
4733,,,Minneapolis,US,hhk9rescuemn@gmail.com,,44.8266,-93.3799,Heading Home K9 Rescue,,MN333,MN,55438.0
4734,,,Hanover,US,happyhoundrescue@gmail.com,,45.1558,-93.6661,Happy Hound Rescue,,MN229,MN,55341.0
4735,,,Eagan,US,SavedByAWhiskerRescue@gmail.com,,44.8067,-93.1434,Saved By A Whisker Rescue,,MN324,MN,55123.0
4736,,,Farmington,US,mail@last-hope.org,,44.6545,-93.1393,Last Hope Inc.,(651) 463-8747,MN17,MN,55024.0
4737,PO Box 390691,,Edina,US,Info@mncompanionrabbit.org,,44.8776,-93.3739,Minnesota Companion Rabbit Society,651-768-9755 (voice mail)  ,MN94,MN,55439.0
4738,,,Minneapolis,US,nancyhakala@aol.com,,44.824,-93.3428,Midwest Old English Sheepdog Rescue,612-741-0230  ,MN177,MN,55437.0
4739,8642 193rd Street West,,Lakeville,US,cclbv6@gmail.com,,44.6978,-93.2704,Furball Farm Pet Sanctuary,6127910425,MN436,MN,55044.0
4740,,,Lakeville,US,landoflakesdogrescue@aol.com,,44.6978,-93.2704,Land of Lakes Dog Rescue,,MN406,MN,55044.0
4741,,,Lakeville,US,adoptions.protectingpaws@gmail.com,,44.6978,-93.2704,Protecting Paws Animal Rescue,(952) 288-3668,MN364,MN,55044.0
4742,,,Lakeville,US,minnkotapersian@gmail.com,,44.6978,-93.2704,Minnkota Persian Rescue,(608) 630-2581,MN109,MN,55044.0
4743,P.O. Box 21485,,Eagan,US,contact@thegreatdanerescue.com,,44.849,-93.1573,Upper Midwest Great Dane Rescue,763-210-1978,MN286,MN,55121.0
4744,,,St. Paul,US,Beth@4pitssakerescue.com,,44.95,-93.0087,4 Pits Sake Rescue,(651) 210-9338,MN442,MN,55119.0
4745,720 E. Robert St.,,Crookston,US,hspolkcounty@gmail.com,,47.793,-96.6094,"Humane Society of Polk County, Inc.",(218) 281-7225,MN97,MN,56716.0
4746,,,Hugo,US,savingshepherdsmn@gmail.com,,45.1643,-92.964,Saving Shepherds of Minnesota,,MN417,MN,55038.0
4747,PO Box 385731,,Bloomington,US,info@actvrescue.org,,44.8266,-93.3799,ACT V Rescue & Rehabilitation,,MN264,MN,55438.0
4748,,,Wayzata,US,blueskyrescue14@gmail.com,,44.9583,-93.5165,Blue Sky Rescue of Minnesota,(952) 212-1008,MN265,MN,55391.0
4749,PO Box 46562,,Eden Prairie,US,shtzrmn.general@yahoo.com,,44.8615,-93.4336,Shih Tzu Rescue of Minnesota,,MN227,MN,55344.0
4750,,,Minnetonka,US,susan.dogscats@yahoo.com,,44.914,-93.4861,Canine Carroll,612-616-2522,MN399,MN,55345.0
4751,P.O. Box 1750,,Minnetonka,US,skbergeson@gmail.com,,44.914,-93.4861,Adopt Me! Dog Rescue,,MN334,MN,55345.0
4752,,,Prior Lake,US,Casey@SpotsLastStop.org,,44.715,-93.4204,Spot's Last Stop Canine Rescue,,MN413,MN,55372.0
4753,,,St. Paul,US,info@luvachinrescue.org,,45.0982,-92.991,Luvachin Rescue,,MN376,MN,55111.0
4754,,,Tonka Bay,US,northstarshihtzurescue@gmail.com,,44.9071,-93.5701,NorthStar Shih Tzu Rescue,,MN365,MN,55331.0
4755,10100 Viking Drive,Suite 100,Minnetonka,US,inquiry@secondhandhounds.org,,44.9223,-93.4138,Secondhand Hounds,,MN289,MN,55343.0
4756,,,Bloomington,US,info@animalangelsrescue.net,,44.8358,-93.2762,Animal Angels Rescue,612-229-2125,MN244,MN,55420.0
4757,,,Saint Paul,US,,,44.9539,-93.1653,Pooches United with People,651-645-4370,MN382,MN,55104.0
4758,,,Saint Paul,US,adopt@mnpitbull.com,,44.9539,-93.1653,Minnesota Pit Bull Rescue,,MN287,MN,55104.0
4759,,,minneapolis,US,tiffany4wags@gmail.com,,44.9062,-93.2384,Wags & Whiskers Animal Rescue of MN,,MN260,MN,55417.0
4760,,,Minneapolis,US,contact@saveabullmn.com,,44.9392,-93.2541,Save-A-Bull,612-816-2091,MN254,MN,55407.0
4761,4032 10th Avenue S.,,Minneapolis,US,barbarasbostons@yahoo.com,,44.9392,-93.2541,MN Boston Terrier Rescue,651/254-9874,MN125,MN,55407.0
4762,PO Box 582861,"Minneapolis, MN 55458",Minneapolis,US,info@petprojectrescue.com,,44.98,-93.2636,Pet Project Rescue,,MN275,MN,55458.0
4763,,,Minneapolis,US,adoption@dobermanrescueminnesota.com,,44.9696,-93.2848,Doberman Rescue Minnesota,(651) 256-2294,MN118,MN,55403.0
4764,P.O. Box 17098,,Minneapolis,US,arfminn@yahoo.com,,44.9062,-93.2384,Animal Relief Fund,,MN168,MN,55417.0
4765,9555 James Ave S,Suite AUT,Bloomington,US,daholbro+autorg@nerdery.com,,44.8286,-93.314,Test NeAut Shelter  DNR,(877) 664-6373,MN439,MN,55431.0
4766,,,Minneapolis,US,mushremail@gmail.com,,44.9062,-93.2384,MUSHR - Minnesota's Unwanted Siberian Husky Rescue,(612) 800-3200,MN142,MN,55417.0
4767,1115 Beulah Lane,,St Paul,US,info@animalhumanesociety.org,,44.9832,-93.1822,Animal Humane Society - St. Paul,6516457387,MN426,MN,55108.0
4768,,,Saint Paul,US,,,44.9832,-93.1822,Adopt A Husky Inc.,612-986-AAHI (2244),MN74,MN,55108.0
4769,,,St. Paul,US,pncrescue@yahoo.com,,44.9892,-93.1053,PNC Midwest Rescue,,MN174,MN,55117.0
4770,P.O. Box 130472,,Roseville,US,cause4paws@hotmail.com,,45.0119,-93.1489,Cause For Paws Inc.,(952) 259-1483  ,MN27,MN,55113.0
4771,P.O. Box 19105,,Minneapolis,US,director@pethavenmn.org,,44.9031,-93.2892,Pet Haven Inc. of Minnesota,(952) 831-3825,MN36,MN,55419.0
4772,PO Box 19546,,Minneapolis,US,minnesotaspayneuterproject@yahoo.com,,44.9031,-93.2892,Minnesota Spay/Neuter Project,,MN295,MN,55419.0
4773,PO Box 16453,,Saint Louis Park,US,lacey@underdogrescuemn.com,,44.9474,-93.341,"Underdog Rescue, MN",952-929-0777,MN49,MN,55416.0
4774,212 17th Avenue North,,Minneapolis,US,pet.licensing@minneapolismn.gov,,45.0007,-93.2987,Minneapolis Animal Care and Control,,MN317,MN,55411.0
4775,,,Saint Paul,US,Lisa@luckypets.net,,44.9539,-93.1653,Minnesota Birddog Rescue,651-642-9636,MN242,MN,55104.0
4776,,,Shakopee,US,diana@warriordogrescue.com,,44.7974,-93.5258,Warrior Dog Rescue,(612) 554-0094,MN445,MN,55379.0
4777,2441 Ponds Way,,Shakopee,US,acrossamericaboxerrescue@gmail.com,,44.7974,-93.5258,Across America Boxer Rescue,612-354-4601   ,MN391,MN,55379.0
4778,202 N Chestnut St.,,Chaska,US,Info@ValueCareVet.com,,44.8135,-93.6142,ValueCare Veterinary Clinic,(952) 217-4365,MN386,MN,55318.0
4779,415 20th Ave,PO Box 27,Two Harbors,US,lakecountyhumanesociety@gmail.com,,47.0218,-91.6764,Lake County Humane Society,218-834-5806  ,MN185,MN,55616.0
4780,P.O. Box 385,,Makinen,US,girfish@gmail.com,,47.3558,-92.3694,Contented Critters Animal Sanctuary,218-638-2153  ,MN11,MN,55763.0
4781,2305 Southern Drive,,Virginia,US,mhsanimals@yahoo.com,,47.5193,-92.5371,Mesabi Humane Society,218-741-7425,MN397,MN,55792.0
4782,1213 Brick Ave.,,Red Wing,US,info@hsgcpets.org,,44.5621,-92.526,Humane Society of Goodhue County,(651) 388-5286,MN135,MN,55066.0
4783,,,Minneapolis,US,puppyrescueofmn@gmail.com,,45.0641,-93.3389,Puppy Rescue of Minnesota,,MN210,MN,55429.0
4784,1115 Vicksburg Lane N,Unit 8,Plymouth,US,s.o.s.representative@gmail.com,,44.997,-93.4944,"S.O.S. Rescue Relief, Inc.",763-205-2832,MN428,MN,55447.0
4785,P.O. Box 28084,,Crystal,US,redemptionroadrescue@q.com,,45.0576,-93.3779,Redemption Road Rescue,(612) 978-1284,MN332,MN,55428.0
4786,1411 Main St NW,,Coon Rapids,US,info@animalhumanesociety.org,,45.1869,-93.2931,Animal Humane Society - Coon Rapids,7638624030,MN425,MN,55448.0
4787,P. O. Box 1103,501 1st Ave,Baudette,US,lowhumanesociety@gmail.com,,48.6638,-94.5159,Lake of the Woods Humane Society,(218) 434-1444,MN277,MN,56623.0
4788,11247 Foley Blvd.,,Coon Rapids,US,guber2nac@aol.com,,45.1869,-93.2931,Northern Lights Greyhound Adoption,763-754-9754,MN150,MN,55448.0
4789,,,Delano,US,ACDRescueMN@gmail.com,,45.0031,-93.7652,Australian Cattle Dog Rescue Minnesota,,MN309,MN,55328.0
4790,PO Box 302,,Delano,US,info@bcrofmn.org,,45.0031,-93.7652,Border Collie Rescue of Minnesota,,MN246,MN,55328.0
4791,,,Maple Grove,US,adoptions.goodkarma@gmail.com,,45.1133,-93.4284,Good Karma Animal Rescue of MN,,MN368,MN,55369.0
4792,PO Box 51,,Anoka,US,info@thekittenscradle.org,,45.2329,-93.4016,"The Kittens Cradle, Ltd",(612) 225-9820,MN398,MN,55303.0
4793,,,Anoka,US,faerielandrescue@gmail.com,,45.2329,-93.4016,FaerieLand Rescue,(612) 414-4073,MN312,MN,55303.0
4794,P.O. Box 581,,Anoka,US,angelofhoperescue@yahoo.com,,45.2329,-93.4016,Angel of Hope Animal Rescue,763-445-0717  ,MN214,MN,55303.0
4795,520 Polk Street,,Anoka,US,shelleypurr@msn.com,,45.2329,-93.4016,Purrs - N - Paws,763-421-8254 ,MN105,MN,55303.0
4796,P.O. Box 2485,,Maple Grove,US,happy@tailsrescue.org,,45.1154,-93.5024,Happy Tails Rescue,(612) 588-0188,MN175,MN,55311.0
4797,P.O. Box 43563,,Brooklyn Park,US,tlccaninerescue@aol.com,,45.1008,-93.3407,TLC Canine Rescue,763-219-8764 ,MN257,MN,55443.0
4798,33215 Oasis Road,,Center City,US,louiseann@frontiernet.net,,45.4236,-92.8215,Bichon Frise Rescue,(651) 257-7125,MN179,MN,55012.0
4799,,,Montrose,US,cattalesmn@outlook.com,,44.9858,-93.9227,Cat Tales,763-202-3849,MN429,MN,55363.0
4800,,,St. Bonifacius,US,adoptions@cornerofkindness.org,,44.902,-93.7478,Corner of Kindness,www.cornerofkindness.org,MN393,MN,55375.0
4801,P.O. Box 493,,Chaska,US,swmetroanimalrescue@hotmail.com,,44.8135,-93.6142,Southwest Metro Animal Rescue,952-368-PAWS (7297),MN82,MN,55318.0
4802,P.O. Box 215,,Chaska,US,info@carverscotths.org,,44.8135,-93.6142,Carver-Scott Humane Society,952-368-3553   ,MN33,MN,55318.0
4803,Box 357,,Hugo,US,ppprinfo@yahoo.com,,45.1643,-92.964,Pleading Paws Pet Rescue,651-407-0072 ,MN93,MN,55038.0
4804,,,St. Paul,US,adoptrlrr@gmail.com,,45.0808,-93.0828,Red Lake Rosie's Rescue,,MN278,MN,55127.0
4805,,,White Bear Township,US,cairnrescuecpcrn@yahoo.com,,45.0808,-93.0828,Col Potter Cairn Rescue Network - Midwest Region,,MN203,MN,55127.0
4806,108 North Lake Street,,Forest Lake,US,mandi@parrothelp.org,,45.2656,-92.96,Parrot Adoption Education Program (PAEP),(612) 210-1752,MN340,MN,55025.0
4807,,,Forest Lake,US,asafek9place@gmail.com,,45.2656,-92.96,A Safe Place Shelter,(651) 464-0801,MN50,MN,55025.0
4808,Cty. Hwy. B,,Wyoming,US,woofda@centurytel.net,,45.3335,-92.9958,Rescued Tails Animal Sanctuary,715-468-7784,MN212,MN,55092.0
