,shelter_zip_code,shelter_city,shelter_description,shelter_name,shelter_state,shelter_website,state_abbr
947,42400,Lewiston,"The Greater Androscoggin Humane Society (formerly known as the Lewiston-Auburn SPCA) was incorporated as a nonprofit volunteer organization on February 25th 1885. Our first President was the Honorable Nelson M. Dingley, Jr., a former Governor of Maine, U.S. Congressman and founder of our local paper, the Lewiston Daily Journal (now known as the Sun Journal).   The Society’s original mission was to protect work horses and children from abuse. Volunteers carried on this mission until 1912 when they first decided to create a “home” for stray animals. Sadly, there was not enough money to buy the land needed for the Shelter so they continued to function primarily as an advocate for animal rights and welfare, housing those animals in need at volunteer's homes and boarding facilities.   Zachary Black 55 Strawberry Ave Lewiston, maine  Call Us: 207-783-2311",Greater Androscoggin Humane Society,Maine,http://www.gahumane.org,ME
948,40210,Louisville,"The Homeless Animal Rescue Team (HART) is a shelter and adoption center for cats that has operated in Cumberland, Maine since 1997. We provide refuge, comfort, and medical attention to cats and kittens that have been surrendered, abandoned, injured, or abused, and find loving homes to adopt them.  HART is staffed entirely by volunteers who are dedicated to the well being of the shelter residents. We care for pets that would otherwise be out on the street, assuring their safety, health, and comfort.   Address: P.O. Box 351 302 Range Road Cumberland, ME 04021  Phone: 207-829-4116 email:","H.A.R.T., Homeless Animal Rescue Team of Maine",Maine,http:///www.hartofme.com,ME
949,47360,Mooreland,"Halfway Home Pet Rescue, Inc. (formerly known as Madawaska Lake Homeless Cats) is a 501(c)3 Nonprofit Organization dedicated to improving the quality of life for stray animals in Aroostook County by caring for them, providing medical care including sterilization surgery and finding good quality home environments. Responsible pet ownership education classes will be provided to area schools.   Mailing Address: PO Box 488 Caribou ME 04736  Adoption facility location: 489 Main St., Caribou ME 04736  Facility Phone: 207-999-1075  on facebook: facebook.com/halfwayhomepetrescue",Halfway Home Pet Rescue,Maine,http://www.halfwayhomepetrescue.org,ME
950,40370,Sadieville,"Harvest Hills Animal Shelter is a non-profit organization which contracts with nineteen towns in Western Maine to accept neglected , stray and abandoned cats and dogs. These animals are brought in by the towns’ animal control officers. When space is available, Harvest Hills also accepts owner surrendered animals from all surrounding communities in Maine and New Hampshire and will assist other shelters by providing a safe place for adoptable animals that would otherwise be euthanised, or did not fit another shelters admission policies.  Since opening its doors in 1992, Harvest Hills has found loving homes for approximately 17,000 dogs and cats. As we have grown in recent years, we strive to serve more animals in need, reduce stress and suffering for every animal passing through our doors and provide individual attention, medical and custodial care to our charges. We also consider it an important part of our mission to educate the community, adults and children about the responsibilities of pet ownership and the benefits of adopting a Harvest Hills animal.  Harvest Hills has taken great care to avoid euthanasia whenever possible. Every animal goes through a socialization program and is evaluated so we may match them with their new family. This process helps with the transition of shelter life to a new home for both the animal and its new owners.   Address: 1389 Bridgton Road  Fryeburg, ME 04037  Phone: 207-935-4358",Harvest Hills Animal Shelter,Maine,http://www.harvesthills.org,ME
951,47300,Houlton,"PO Box 548 263 Callaghan Rd. Houlton, ME 04730 Ph: 207-532-2862 Email:   501(c)3 organization that cares for and provides adoption opportunity for the stray, abandoned and neglected pets of the So. Aroostook, ME area.  Proud to be a no-kill haven!",Houlton Humane Society,Maine,http://www.petfinder.com/shelters/ME48.html,ME
952,49010,Allegan,"The Humane Society Waterville Area takes great pride in helping pets find their forever homes. We provide adoptions for dogs, cats, pocket pets and more. We always have a wide variety of pets available for adoption.  Did you know that adopting a pet from the shelter is much more cost effective than purchasing one from a pet store or breeder? You save money on the cost of the pet along with spay/neuter and vet fees. All pets adopted from our shelter are fully vetted, spayed or neutered and microchipped.  Since 1970 the Humane Society Waterville Area has provided safe refuge for animals that would otherwise be homeless. We are a no kill shelter.   Address: 100 Webb Rd. Waterville, ME 04901  Call Us: (207) 873-2430",HSWA  Humane Society of Waterville Area,Maine,http://hswa.org,ME
953,48410,Argyle,"CARE * EDUCATION * PREVENTION  The Humane Society of Knox County is devoted to caring for unwanted and homeless animals while participating in activities advocating responsible pet ownership and the prevention of abuse and cruelty. The Humane Society also sponsors events and activities that promote the health and welfare of animals, and demonstrate the benefits of the human-animal bond. The Humane Society also offers programs that encourage community participation, and support preventative health care for companion animals.",Humane Society of Knox County,Maine,http://www.humanesocietyofknoxcounty.org/,ME
954,45560,Edgecomb,"“It shall be the mission of the Employees and Directors of the Lincoln County Animal Shelter and Humane Society to provide humane care, feeding and shelter for the strayed and abused animals that come under our care. Our main mission shall be towards serving the towns of Lincoln County, but in addition, our shelter shall be available for such animals brought to us through any source. We shall, to the best of our abilities, seek loving homes for animals in our charge. In addition we shall arrange for the transfer of injured wild creatures to appropriate shelters for care and subsequent release.” “Our further mission shall be to treat all fellow shelter employees, pet owners, prospective owners (or guardians) of our animals, and other visitors, with professionalism, courtesy, and respect. We shall then be better able to bring this same feeling to those animals within our care.”  We are a ""no kill"" shelter.   Address: 27 Atlantic Highway, Edgecomb, Maine 04556  Phone: 207-882-9677",Lincoln County Animal Shelter,Maine,https://www.facebook.com/LCASmaine,ME
955,4219,Bryant Pond,"Molly's Moments Pet Rescue is about finding homes for pets who for one reason or another find themselves without a family to love. Educating the public on the benefits of spay/neuter and vaccinations, and of licensing their pets.   Address: 230 Koskela road Bryant Pond Me 04219  Call Us: 207-674-3091",Molly's Moments Pet Rescue,Maine,http://www.mollysmoments.org,ME
956,48560,Rockport,"P.A.W.S. Animal Adoption Center (formerly the Camden-Rockport Animal Rescue League) was founded to provide a safe, comforting place for animals that are looking for loving, permanent homes. We are a private, non-profit animal welfare organization that provides care and love to all cats and dogs. P.A.W.S. was founded in 1974 by a group of animal lovers in midcoast Maine to address the need for a shelter to help lost, abandoned, neglected or homeless pets. With broad support from members of the surrounding communities, the shelter has become a warm, safe, loving haven for companion animals, giving them another chance to find a permanent home. The current shelter building, located at 146 Camden Street in Rockport, was constructed in 2000 with the generous help of the community on land donated by Eric H. L. Sexton.  Every animal that comes to our shelter is cared for with love, respect and tenderness until they can be placed in their forever home. We will never euthanize an animal unless it has a severe physical or behavioral problem that cannot be resolved. We never, ever euthanize for time or space. We currently have contracts with the towns of Camden, Rockport, Lincolnville, Belfast, Northport, Searsmont, Liberty and Islesboro. We have a full staff ready to help you in finding the perfect pet for you and your family. We invite you to visit or, better yet, volunteer. You just may find that walking a dog, petting cats or cleaning a room will give you a sense of satisfaction and peace. The animals would love to see you and so would we.   Address: 146 Camden St., Rockport, ME 04856  Phone: 207-236-8702",P.A.W.S. Animal Adoption Center,Maine,http://www.pawsadoption.org/,ME
957,43640,Winthrop,"No kill cat shelter  188 Case Road Winthrop, Me 04364 207 395 4274  --------- P.A.L.S., which stands for Protectors of Animal Life Society, is a no-kill cat shelter that  began in 1980 as a non-profit, charitable organization. No public funds support this  organization. P.A.L.S. is supported by memberships, fund-raising, memorial gifts, donations, and bequests.","PALS of Winthrop, Maine",Maine,https://www.facebook.com/pages/PALS-No-Kill-Cat-Shelter/104402729644992,ME
958,46190,Calais,"Our goal is to place PAWS ""Brave Hearts"" cats and dogs in forever homes and promote spaying and neutering of all pets. We are dedicated to preventing homelessness and advocating for the humane treatment of all animals. Once animals arrive at our door, they are fed, comforted, and given the medical and emotional support they need. No animal in our care is ever euthanized due to space or time limitations. No animal has ever been euthanized due to behavior issues. We have gone to great lengths to find assistance and training in order to rehabilitate animals with behavior issues and find appropriate placements in forever homes.   Address: 368 South St. Calais, Maine 04619  Phone: 454-7662  Email:",Paws Brave Hearts,Maine,http://www.adoptapet.com/adoption_rescue/84583.html,ME
959,44630,Greentown,"Penquis Animal Welfare Sanctuary (P.A.W.S.) in Milo is a community effort to maintain a no-kill shelter for the area's stray and abandoned animals. We have had an 80% adoption rate, and 100% of our adoptable animals will be adopted.   The public can visit the sanctuary by appointment only. Contact Sandy directly.   Donations are deeply appreciated as well. Please send your checks to the address below.  Penquis Animal Welfare Sanctuary 39 Clinton Street Milo, ME 04463  Sandy Smart  Cell - 207.943.3131","PAWS of Milo,",Maine,http://www.trcmaine.org/paws,ME
960,42810,Norway,"Located at 132 Waterford Rd. Norway, Maine 04268 207 743-8679  Mailing address: P. O. Box 82 Norway, Maine 04268  Responsible Pet Care is a no-kill, non-profit feline shelter and adoption for abandoned and surrendered cats and kittens. The cats are spayed/neutered, tested for diseases, treated for parasites, given rabies and distempter vaccinations before being released for adoption.",Responsible Pet Care of Oxford Hills,Maine,http://www.rpc.petfinder.com,ME
961,40900,Wells,"Safe Haven is a 501c3 no kill annimal shelter and rescue group founded in 2002. Contact person is Joyce McKay, 207-985-3550 or",Safe Haven Humane Society,Maine,http://www.safehavenhumanesociety.org,ME
962,46050,Kirklin,"Our Mission:  The Society for the Prevention of Cruelty to Animals of Hancock County (SPCA) is an independent, nonprofit organization dedicated to the promotion of animal welfare, to the protection, sheltering, and placement of companion animals into responsible, loving homes, to humane education in the community, and to local, state and national animal advocacy.  Our Responsibility  - Protect and provide shelter for lost, abandoned and relinquished animals. - Provide adoption opportunities for all animals under our care. - Promote the care and well being of all living creatures through education. - Provide effective means for the prevention of cruelty to animals and encourage kindness toward animals. - Educate the public on pet overpopulation and proper animal care. - Campaign for all companion animals to be spayed and neutered. - Fund a low cost spay/neuter program with the cooperation of local veterinarians.   Address: 141 Bar Harbor Road Trenton, ME 04605  Call Us: 207-667-8088",SPCA of Hancock County,Maine,http://www.spcahancockcounty.org/,ME
963,46220,Indianapolis,PO Box 276 Cherryfield ME 04622  To provide compassionate care and placement of homeless animals through the shelter operation.  To help alleviate overpopulation of companion animals by promoting their spaying/neutering.  To promote and improve the welfare of all animals through community outreach and education.,The ARK Animal Shelter,Maine,http://www.thearkpets.org/,ME
964,59808,Missoula,"AniMeals as a food bank for animals and a No-Kill Adoption Center. We supplement the food needs of the animals in the care of shelters and rescue groups, pets of the homebound/disabled, caregivers of feral cat colonies and animals living on the streets. We have sent out over 200 tons of food and supplies in the last four years and saved the lives of over 1000 animals. Our territory covers all of western Montana, from Troy on the Canadian border to Dillon in the south, covering approximately 50,000 square miles. AniMeals is a 501(c)(3) non-profit organization and is supported entirely from the generous donations of animal lovers everywhere. A strong network of volunteers, doing everything from deliveries to daily chores and office work, is the backbone of our organization. Without the dedication of these wonderful people, AniMeals would not be able to operate. It is people like you who make it all possible.    Address: 1700 Rankin Missoula, MT 59808 Phone: 406.721.4710",AniMeals No Kill Adoption Center and Animal Food Bank,Montana,http://www.animeals.com,MT
965,59840,Hamilton,"Feral Cat Rescue focuses on stray and feral cats in Ravalli County, Montana. Through Trap-Neuter-Return, a cat food bank, foster-care &amp; adoption network, and community education - our goal is to stop the needless suffering, abandonment and killing of our County's feline residents.    Our mailing address is: PO Box 1018,  Hamilton, MT 59840 Our all volunteer network can be reached at (406) 381-6580",Feral Cat Rescue,Montana,http://feralcatrescuemt.org,MT
966,59715,Bozeman,"2125 N. Rouse Bozeman, MT 59715  The mission of Heart of the Valley is to compassionately shelter the lost and surrendered pets of Gallatin and Madison Valleys, and to enhance the lives of people and companion animals through pet adoption and education.",Heart Of The Valley Animal Shelter,Montana,http://www.heartofthevalleyshelter.org/,MT
967,59101,Billings,"2910 Hannon Road Billings, MT 59101 Email:  406-896-1700",Help for Homeless Pets,Montana,http://www.helpforhomelesspets.org,MT
968,59903,Kalispell,"To promote compassionate care,perpetuate the bond between animals and humans and end the destruction of healthy adoptable pets so that every animal finds a loving home.   Mailing Address: PO Box 221 Kalispell, MT 59903  Call Us: 406-752-PAWS",Humane Society of Northwest Montana,Montana,http://www.humanesocietypets.com,MT
969,59923,Libby,"KPFL is a private, non-profit, no-kill volunteer organization operating strictly from donations, fundraising events &amp; volunteer help. We are dedicated to the care of &amp; finding life-long homes for the stray &amp; abandoned pet population of South Lincoln County. KPFL has recently completed their new shelter in Libby, on County Shop Road. Therefore, we pay for food, supplies, vet care and also clean and maintain the shelter twice daily. We currently have a cooperative agreement with Lincoln County Animal Control to provide shelter to all non-aggressive dogs and cats from south Lincoln County until we find new homes for them. Because of space constraints, we also have pets housed in various foster homes throughout the communities of Libby &amp; Troy.  In addition to caring for pets we:  * Aggressively promote spay/neuter programs and provide spay/neuter certificates.  * Work to improve conditions and provide funding for projects at the local shelters and facilities.  * Promote adoption of pets into humane and responsible homes.  * Work to reduce euthanasia and end the tragedy of pet overpopulation (1370 pets euthanized in Lincoln county in 2000).  * Promote responsible pet ownership and humane treatment of pets through education in schools, at area events, to civic groups, through radio, television and newspaper articles.  * Help people keep their pets by providing behavior training, pet food, pet medical care funding, and pet fostering for people whose need is established.  * Provide cat/dog food and cat litter for low income seniors at commodity distributions and for pet owners who are food pantry patrons.   Postal Address: P.O. Box 1454  Libby, MT 59923  Call Us: (406)-293-KPFL(5735) Email:",Kootenai Pets for Life,Montana,http://montanapets.org/kpfl/,MT
970,59105,Billings,"2113 Walter Road Billings, Montana  Last Chance Cat Sanctuary is a Montana non-profit, tax-exempt [  LCCS was organized to work toward and achieve three (3) major goals:  To see no more homeless, abandoned pets  To put an end to useless euthanasia  To provide a ""Sanctuary"" - a permanent, safe, and loving home environment for unadopted, and/or un-adoptable animals to live out their lives in peace and comfort.  LCCS has declared itself a ""no-kill"" organization and NO animal which comes into our care is euthanized unless severe illness or injury should deem euthanasia to be the most humane option.   Just because pets have been abandoned, lost their homes due to whatever circumstances, or have never had a home with responsible, loving owners, DOES NOT MEAN THEY DON'T DESERVE TO LIVE!",Last Chance Cat Sanctuary,Montana,http://www.angelfire.com/mt2/lastchancecats/,MT
971,59845,Hot Springs,"Montana Large Animal Sanctuary &amp; Rescue, Inc., founded in 1996, is a not-for-profit, 501 (c)(3), volunteer-based animal welfare organization dedicated to the rescue, rehabilitation and continued care of neglected, abused, needy animals   Address: P.O. Box 99 Hot Springs, MT 59845 Phone: (406) 741-3823","Montana Large Animal Sanctuary & Rescue, Inc.",Montana,http://www.animalshelter.net/shelter/3734/montana-large-animal-sanctuary-and-rescue-inc/,MT
972,59860,Polson,"The Mission Valley Animal Shelter, as a small private no-kill facility, depends upon the kindness, generosity, and love for animals that we all share. Our goal to reduce the numbers of abandoned and unwanted pets, through adoption and education, can not work without the participation and kindness of people like you. Our shelter is managed and supported by both a shelter director, staff and a host of wonderful volunteers who help us with maintenance of the facilities and care for the animals in our care. Please feel free to stop by our facilities at any time and visit the dogs and cats who are eagerly anticipating your arrival. Take them for a walk, or give them a good scratching, to learn how much joy a pet can bring to your life.   Mailing Address: 36251 N Reservoir Rd Polson, Montana 59860  Call Us: (406) 883-5312",MVAS  Mission Valley Animal Shelter,Montana,http://missionvalleyanimalshelter.org/,MT
973,59442,Fort Benton,"The Florence Dedman Animal Shelter exists to promote and enhance the quality of life for disadvantaged animals in Chouteau County, Montana, by providing a no kill shelter, spay/neuter programs, foster/adoption plans, health and behavior rehabilitation and education.  Facebook: https://www.facebook.com/dedman.fortbenton?ref=ts&amp;fref;=ts   2400 High Street - Box 1282 Fort Benton, MT 59442  Call Us: 406-622-5657",The Dedman Animal Shelter and Foundation,Montana,http://awos.petfinder.com/shelters/MT44.html,MT
974,59804,Missoula,"The Humane Society of Western Montana is the largest animal shelter in Western Montana and boasts a 98% adoption rate. Last year almost 1400 animals were placed in forever homes. The mission of the Humane Society of Western Montana is to provide a safe, compassionate shelter for pets in need, place these animals into lifelong, loving homes, and advocate for the welfare of all companion pets.   Address: 5930 Highway 93 South Missoula, MT 59804  Call Us: 406 549-3934  The director is Lora O'Connor",The Humane Society of Western Montana,Montana,http://www.myHSWM.org,MT
975,59634,Clancy,"Wild About Cats is a small, no-kill cat sanctuary serving the Helena, MT area. We have an active rescue and sanctuary for stray cats as well as those that are unwanted due to age, disability, behavior or owner issues. We also operate a trap/neuter/return program.   Address: 9 Williams Way Clancy, Montana  Call Us: 406-439-3106",Wild About Cats Rescue and Sanctuary,Montana,https://www.facebook.com/WildAboutCats/,MT
976,68310,Beatrice,"For many years, BHS (Beatrice Humane Society) has been sheltering abandoned animals, fighting cruelty and neglect, and working to build a caring, compassionate community here in Beatrice, Nebraska.  Although we have lots of volunteers and members, we are really nothing more than a single entity saying “Yes, I want to help!”   Address: 300 Ella Beatrice, NE 68310  Call Us: 402-228-9100",BHS  Beatrice Humane Society,Nebraska,http://www.beatricehumanesociety.org/,NE
977,68418,Palmyra,"Good Dog Rescue of Nebraska is 501c3 non-profit organization, whose goal is to rescue dogs of any breed and offer them a fresh start in a loving home. Serving eastern Nebraska near Lincoln and Omaha, Good Dog Rescue of Nebraska accepts applications from those interested in adopting one of our dogs, but we also are interested in those who are willing to foster a dog on a temporary basis.   Address: 566 So 10 rd Bev Sack  Call Us: 402-780-2144",Good Dog Rescue of Nebraska,Nebraska,http://www.GoodDogRescueNebraska.org,NE
978,68305,Auburn,"PO Box 286  Auburn, NE 68305  Hearts United for Animals is a national no-kill animal shelter, sanctuary and animal welfare organization dedicated to the relief of suffering. We rescue dogs from all over the country and specialize in long distance adoptions. We take the creatures who are lost, afraid, hungry or ill and comfort them, give them a warm, soft bed, good food, medical care and most of all, love.  HUA is a place of happiness, joy and love. Everything we do is in the best interest of the dogs. There are no cages. The dogs have big fields of grass and trees in which to run. Our primary interest is what will make them happy. HUA is a place to celebrate the joy of life.",Hearts United For Animals,Nebraska,https://www.facebook.com/heartsunitedforanimals/,NE
979,68510,Lincoln,"Dedicated to saving pure-bred Italian Greyhounds in Nebraska and surrounding areas.  We take unwanted Italian Greyhound purebred dogs of all and give them temporary foster homes until a new loving home can be found. Our foster dogs come in for many reasons including death of an owner, divorce, a new home, housetraining and various other reasons. Each dog is taken to a vet clinic for a checkup, shots, heartworm test, and teeth cleaning when needed along with addressing other needs specific to each dog if they exist.",Nebraska Italian Greyhound Rescue,Nebraska,http://nebraskaigs.petfinder.org,NE
980,68506,Lincoln,"Nebraska No Kill Canine Rescue (NNKCR) is a new organization that was formed to address the rescue needs for all breeds of dogs in Gage and Lancaster Counties. Nebraska No Kill Canine Rescue is a 501(c)(3) Not-For-Profit dog rescue group. Five people who had a dream that one day all adoptable dogs in Lancaster and Gage Counties would find loving homes formed NNKCR.  To accomplish this goal we do three things:  Rescue Dogs Rehabilitate Dogs Re-home Dogs   We provide emergency foster care for homeless dogs, veterinary care for dogs in our care and find forever homes for homeless dogs.    PO Box 6295 Lincoln, NE 68506-6295 Contact:",Nebraska No Kill Canine Rescue,Nebraska,http://www.nebraskanokill.org,NE
981,68516,Lincoln,"Revolution Rescue a volunteer based company based out of Lincoln, NE, and is in the process of becoming a 501(c)3 non-profit group.  Mission Statement  It is Revolution Rescue’s sole drive and mission to help prevent cruelty to animals by providing exceptional foster care and re-homing services for homeless dogs and cats, concentrating on those who have ended up on the line in area shelters and throughout the states. We strive to educate the public on unfair legislation towards certain breeds, companion animal overpopulation, and the alternatives of fostering and re-homing as a solution to help end the killing of adoptable animals. Because they all deserve a chance.",Revolution Rescue,Nebraska,http://www.revolutionrescue.com/,NE
982,68901,Hastings,"We are a ""No-Kill"" animal rescue organization comprised of like minded people whose mission is to rescue, provide sanctuary, medical treatment, sterilization, and rehabilitation to relinquished, abandoned, or neglected dogs and cats. Our ultimate goal is re-homing these animals into stable, responsible new homes. It is a top priority of our group is to educate the public about the companion animal overpopulation and to stress the importance of spaying and neutering dogs and cats. We will advocate for dogs and cats who are imprisoned in puppy mills and catteries. We will fight locally and nationally for their humane treatment with a goal of ending commercial mill style breeding of companion animals.   Address: 134 N. Barnes Ave., Hastings, NE 68901  Call Us: (402) 834-0640",Start Over Rover,Nebraska,http://www.startoverrover.org,NE
983,69021,Benkelman,"We are SW NE Small Animal Rescue. We have primarily Pomeranians and German Shepherd dogs. However, we do not turn away any animal in need.  Like us on Facebook: https://www.facebook.com/pages/SW-NE-Small-Animal-Rescue/217356685019247   Contact: Charlotte Hall 712 Wyoming St PO Box 151 Culbertson, NE 69021  Call Us: 308-278-2252, 308-340-6921",SW NE Small Animal Rescue,Nebraska,http://www.petfinder.com/shelters/NE76.html,NE
984,68542,Lincoln,"PO Box 23145  Lincoln, Nebraska 68542  The Cat House was born in 1998. During the next four years, our steps have increased in size and sense of purpose. In July of 2003 we opened our first free standing ahelter. In The summer of 2005 we opened another free standing adoption facility. Now we have opened a larger free standing adoption facility, closed all of our other free standing shelters, and all of our cats are consolidated in one facility, living a cage free environment. The number of dedicated volunteers continues to increase and as of February 2007, over 1,300 cats and kittens have been placed in homes. We are active in several Trap/Neuter/Release (TNR) programs, including one with the City of Lincoln, NE. Please visit our website for adoption information.",The Cat House,Nebraska,http://www.thecathouse.org/,NE
985,68046,Papillion,"Town and Country Humane Society has become a Non-Profit, No Kill Shelter serving eastern Nebraska and beyond. We no longer handle Animal Control in our area, but are now dedicated to providing a safe and caring living facility for pets in need until a loving home can be found, as well as helpful information for those wishing to re-home or adopt an animal. Basically, these are goals that we would have preferred in the past, and are looking forward to meeting in the future.   Address: 14110 South 84th Street Papillion, Nebraska 68046 Phone: (402) 339-5355",Town & Country Humane Society,Nebraska,http://townandcountryhumanesociety.org/,NE
986,89119,Las Vegas,"Serving southern Nevada for over 16 years as an no kill rescue group, sanctuary and ownership assistance group, ARP as it is commonly known has saved over 16,000 animals. While it started out as an all species organization, as the increased number of specific species groups in Las Vegas grew it now concentrates on dogs.   Address: ADOPT A RESCUE PET admin office Attn Elizabeth 1500 E Tropicana, ste 105 Las Vegas, Nevada 89119  Call Us: 702.798.8663",Adopt a Rescue Pet,Nevada,http://www.adoptarescuepet.org,NV
987,89407,Fallon,"Located at 5894 Pasture Road (P.O. Box 5128, Fallon, NV, 89407), we are a nonprofit, no-kill animal shelter serving Churchill County and Fallon. We provide shelter for dogs and cats and also administer several low-cost spay/neuter programs for our county along with fund raising activities throughout the year. 775-423-7500",CAPS,Nevada,http://awos.petfinder.com/shelters/NV04.html,NV
988,89015,Henderson,"CARES is a home designed No Kill Animal Rescue, where group living is the norm. We socialize and family train companion animals. They have been loved, groomed and vetted: vaxed, fixed etc. In addition our pets have been thru a minimum of a beginning training class. All pets are socialized and ready to become a part of your family! CARES Coalition is dedicated to supporting animal shelters to increase adoptions and end the killing of adoptable animals. By focusing on shelter adoption and training - for animals and their people, our adoptions will be into forever homes. We help eliminate problems in order to keep pets with their families.   Yes, we can create a no kill community - worldwide.   Henderson, NV Phone: 702-875-3800 Email:",CARES Coalition,Nevada,http://www.petfinder.com/shelters/NV141.html,NV
989,89134,Las Vegas,"F.L.O.C.K. is a non-profit, no-kill, volunteer-based cat rescue organization dedicated to saving the unwanted and abandoned cats and kittens throughout the Las Vegas Valley. Our dedicated volunteers devote countless hours to rescuing, feeding, doing TNR (Trap, Neuter and Return), providing medical care, fostering, transporting, fundraising, adoptions, answering the F.L.O.C.K. phone line set up for concerned individuals with cat-related problems, office work, and the numerous other tasks necessary to continuing our mission.  As for the cats, the ones that are adoptable are medically checked out, spayed or neutered, given all shots and placed in excellent foster homes until they can be adopted out to a loving family. Feral cats, who are usually not adoptable, are part of our TNR Program. Their ears are tipped to indicate they have been spayed or neutered. They receive all shots and are given any veterinary care needed before being returned to their colony caretakers who nurture them and make sure they are getting everything they need to live out their lives happily and healthy.   Address: 1930 Village Center Circle, #3-704 Las Vegas NV 89134.",F.L.O.C.K. For the Love of Cats and Kittens,Nevada,http://www.animalshelter.net/shelter/3818/flock-for-love-of-cats-and-kittens/,NV
990,89173,Las Vegas,"PO Box 30158 Las Vegas, NV 89173-0158  Heaven Can Wait Sanctuary was founded in 2000 by a group of 5 individuals dedicated to ending the senseless killing of over 25,000 animals in the Las Vegas area shelters annually. The organization focuses mainly on offering low-cost spay/neuter programs and various adoption locations to reach this goal. HCWS is a non-profit organization that has over 400 cats, all in foster homes, and over 50 dogs who are located in 2 local prisons while enrolled in our 'Pups on Parole' program. There is no time limit on how long a pet can stay with us, and everything we do during their stay will focus solely on preparing the animals for a life with a caring family of their own.",Heaven Can Wait Sanctuary,Nevada,http://www.petfinder.com/shelters/nv22.html,NV
991,89160,Las Vegas,"Homeward Bound Cat Adoptions is a non-profit charitable organization that offers our community another resource and option for those wishing to find homes for domestic cats/kittens needing to be re-homed. Since our inception in July 2007, we have placed over 4050 cats and kittens in permanent loving homes. Homeward Bound Cat Adoptions is volunteer managed and driven by dedicated volunteers.  Our Vision: * A community in which no pet owner is forced to make a choice to abandon an unwanted cat or kitten or relinquish the pet to a kill shelter.   Our Mission:   * Offer the option of placing for adoption domestic cats/kittens that need to be re-homed.  * Reduce the number of domestic cats abandoned, euthanized, or placed in local kill shelters.  * Operate adoption centers to provide a selection of healthy spayed/neutered cats available for adoption.  * Manage a network of reliable loving foster homes to provide temporary care for cats and kittens awaiting adoption.  * Provide veterinary care that may include spays/neuters, vaccinations, diagnostic testing, dental procedures, ophthalmology care, surgery, and hospitalization for cats/kittens in our care.  * Educate our community on the responsibility to spay/neuter and vaccinate pets and offer suggestions for low cost options.   Mailing Address P.O. Box 60025 Las Vegas, Nevada 89160  Call Us: 702-533-3440",Homeward Bound Cat Adoptions,Nevada,http://www.homewardboundcats.org,NV
992,89121,Las Vegas,"Krys's Rescue Center of Las Vegas, Nevada is an incorporated, non-profit 501(c)(3) rescue and adoption organization established to rescue homeless and abandoned dogs and puppies and find them loving homes in the Las Vegas valley and other areas. We're committed to save as many dogs and puppies from euthanasia as possible. We rescue dogs and puppies from rural kill shelters like the Animal Foundation, Lied Animal Shelter and help find loving homes.  Krys's Rescue Center is a non-kill rescue center. We vaccinate, de-worm, medically examine and care for, our rescued animals as well as microchip them. We provide medical attention to all our dogs and puppies as needed.   Address: 3643 Huerta Drive Las Vegas, NV 89121  Call Us: 702-701-8584",Krys's Rescue Center of Las Vegas,Nevada,http://www.kryssrescuecenter.com,NV
993,89146,Las Vegas,"The Las Vegas Valley Humane Society (LVVHS) is a non-profit 501(c)3 corporation established according to Nevada laws for public benefit. It is dedicated to improving the welfare of animals. Its articles of incorporation detail the primary purposed of the organization as follows:  *The prevention of cruelty to animals.  *The relief of suffering among animals.  *Reducing the over-breeding of domestic animals - primarily cats and dogs - through public education and sterilization programs. Clark County Animal Statistics.  *Improving the tragic plight of animals used in biomedical research and testing.  *Protecting endangered wildlife.   Mailing Address: Las Vegas Valley Humane Society 3395 S. Jones Blvd., #454 Las Vegas, NV 89146 Phone: (702) 434-2009",Las Vegas Valley Humane Society,Nevada,http://www.lvvhumane.org/,NV
994,89081,North Las Vegas,"Little Friends is a no-kill animal shelter that was founded in 2011. We care for both dogs and cats in our facility as well as in loving foster homes. Nothing that we achieve would be possible without the help of our dedicated staff and volunteers. We are a registered 501c3 non profit organization solely supported by public donations.  Our animals are our passion, and each and every one is treated as if they were our own personal pets. LFF strives to make these animals feel as if they are in a temporary home rather than a shelter environment. We provide everything from warm beds to training and rehabilitation.   Address: 4500 N Walnut Dr Suite B Las Vegas, NV 89081  Call Us:(702) 463-9995 or email any questions to:",Little Friends Foundation,Nevada,http://adopt.dogtime.com/shelters/little-friends-foundation-las-vegas-nv-89119,NV
995,89502,Reno,"2825 Longley Lane, Suite B Reno, NV 89502  The Nevada Humane Society is a non-profit organization incorporated in 1932. It was originally created to address the horrible suffering of local stray animals, which were systematically rounded up and held in a giant pen “out in the country” on Glendale Avenue. Through the tireless efforts of Enid Johnson and Genevra Kimpton, the City of Reno finally recognized the need for a higher standard — and the Nevada Humane Society was born.",Nevada Humane Society,Nevada,http://www.nevadahumanesociety.org/,NV
996,89118,Las Vegas,"4800 W. Dewey Drive Las Vegas, NV 89118  The Nevada SPCA operates a no-kill animal sanctuary, promotes humane education, makes referrals for low-cost spay/neuter and vaccination services to the public, and challenges people to be the best possible guardians for the companion animals in their care.",Nevada SPCA,Nevada,http://www.nevadaspca.org/,NV
